nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text,country,malt,hops,chocolate,german,banana,vanilla,caramel,yeast,fruit,whiskey,rhum,alcohol,gluten,barrel,rye,barley,cocoa,small/lower,big/upper,Altbier,Barleywine,Blonde,Duppel,Quadrupel,Tripel,Cider,Fruit,IPA,Kölsch,Lager,Non-Alcoholic,Pilsner,Porter,Wheat,Sour,Stout,Ale,Other
856,5791854,Brewing Vibes Brewery,Beer Lovers Only,IPA - Triple,https://untappd.com/b/brewing-vibes-brewery-beer-lovers-only/5791854,9.0,N/A,3.88,224,04/17/24,"Simcoe, Citra, Strata, Citra Cryo ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
857,4764495,Reketye Brewing Co.,Total Peace,IPA - Triple,https://untappd.com/b/reketye-brewing-co-total-peace/4764495,9.2,N/A,3.88,465,03/22/22, ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,4829980,HORIZONT Brewing,"Selfish Games Triple IPA W. Citra, Strata, Calista",IPA - Triple,https://untappd.com/b/horizont-brewing-selfish-games-triple-ipa-w-citra-strata-calista/4829980,10.1,54,3.86,757,05/06/22,"Mindenkinek, akinek tetszett a legutóbbi TRIPLA IPA-nk annak nyugodt szívvel tudjuk ajánlani, mert, ami tetszett benne, az ebben is megtalálható. Egy kicsit csavartunk a recepten és egy mostanában népszerű komlófajtát csempésztünk a sörbe, a Strata variánst. Ez a komló egy picit epres illetve krémesebb kortyérzetet kölcsönöz a sörnek, amire szükség is van, hiszen ez a sör egy masszív 10,1%-os alkohol tartalommal rendelkezik. Kortyérzetében a citrusosság, édesség és gyümölcsösség váltakozik egy minimális testtel, ami elengedhetetlen egy ilyen szintű sörnél. ",hungary,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,4312780,Fehér Nyúl,Trip,IPA - Triple,https://untappd.com/b/feher-nyul-trip/4312780,9.2,33,3.86,400,05/14/21,"Triplán hidegkomlózott tripla IPA Citra, Simcoe, CryoSimcoe, Falconer's Flight és Idaho7 komlókkal, NEIPA élesztővel.Triple dry-hopped triple IPA brewed with Citra, Simcoe, CryoSimcoe, Falconer's Flight and Idaho7 hops, fermented with NEIPA yeast. ",hungary,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
871,6496430,Brew Your Mind,Great Expectations,IPA - Triple New England / Hazy,https://untappd.com/b/brew-your-mind-great-expectations/6496430,9.1,N/A,4.03,384,11/17/25,"A marosvásárhelyi Bere Noah főzdével közös recept alapján készítettük ezt a főzetet, mely egy igazán komoly tétel lett, Citra, Simcoe, Riwaka és Peacharine komlóval.  ",hungary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,4823852,Brew Your Mind,Human Experiment TWENTY FIVE,IPA - Triple New England / Hazy,https://untappd.com/b/brew-your-mind-human-experiment-twenty-five/4823852,9.5,N/A,3.97,221,05/02/22,"Kísérletező sorozatunk legújabb tagja, melyben a HBC-586 jelű amerikai kísérleti komlót használtuk.  ",hungary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
873,5339074,Brew Your Mind,Money Warship,IPA - Triple New England / Hazy,https://untappd.com/b/brew-your-mind-money-warship/5339074,11.0,N/A,3.93,515,04/30/23,"Kővári Gergő (armando_otchoa) barátunkkal közös projektünk legújabb tagja. Folyamatosan törekszünk a jól ihatóságra söreink megalkotásakor, ezért eddig sosem készítettünk ennyire erős IPA-t. A ""Money szériának"" viszont mindig is része volt a komfort zónánkból való kilépés, jelen esetben kiugrás, melynek eredménye nem egy könnyű frissítő ivósör, de nem is ez volt a cél. A tetemnyi :) mennyiségű komló (citra, galaxy, amarillo, vic secret) nem harsányan, hanem sokkal inkább egy érett lekvárhoz hasonlóan simul bele a sűrű malátalébe, különös harmóniát alkotva. ",hungary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874,5213309,UGAR Brewery,Trailer #010 - Piéce De Résistance,IPA - Triple New England / Hazy,https://untappd.com/b/ugar-brewery-trailer-010-piece-de-resistance/5213309,9.6,N/A,3.91,301,01/27/23, ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1077,4699621,Mead Scientist,Peach O,Mead - Braggot,https://untappd.com/b/mead-scientist-peach-o/4699621,7.0,N/A,4.03,1161,02/02/22,"Following the footsteps of APPLE O Green Apple Sour Candy Braggot, CHERRY O Sour Cherry Candy Braggot and COLA O Sour Cola Candy Braggot here is PEACH O Peach Sour Candy Braggot ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1078,4310316,Mead Scientist,Cherry O,Mead - Braggot,https://untappd.com/b/mead-scientist-cherry-o/4310316,7.8,N/A,3.97,1825,05/13/21,"Following APPLE O Green Apple Sour Candy Braggot, here's CHERRY O Sour Cherry Candy BraggotFirst batch in the May of 2021 had 7,5% abv, the second batch in 2022 October has the abv of 7,8% ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1079,4856913,Mead Scientist,Cherry Cola O,Mead - Braggot,https://untappd.com/b/mead-scientist-cherry-cola-o/4856913,7.0,N/A,3.92,1154,05/25/22,"Following the footsteps of APPLE O Green Apple Sour Candy Braggot, CHERRY O Sour Cherry Candy Braggot, COLA O Sour Cola Candy Braggot and PEACH O Peach Sour Candy Braggot, we're now combining the best of both worlds to bring you CHERRY COLA O Sour Candy Cherry Cola Braggot ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080,6399174,Mead Scientist,Dracul O,Mead - Braggot,https://untappd.com/b/mead-scientist-dracul-o/6399174,7.0,N/A,3.87,799,09/03/25,"Following the footsteps of APPLE O Green Apple Sour Candy Braggot, CHERRY O Sour Cherry Candy Braggot, COLA O Sour Candy Cola Braggot and so, we're proud to present the latest edition of the infamous sour patch series:DRACUL O Blue Grape-Blackcurrant Sour Candy Sour Braggot ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,5132779,Mead Scientist,Strawberry O,Mead - Braggot,https://untappd.com/b/mead-scientist-strawberry-o/5132779,8.2,N/A,3.87,1315,11/25/22,"Following the footsteps of APPLE O Green Apple Sour Candy Braggot, CHERRY O Sour Cherry Candy Braggot and so, we're proud to present maybe the smoothest and crazies release ever Mead Scientist's infamous O series has ever seen: STRAWBERRY O Strawberry Puffs Sour Candy Braggot. Made with locally sourced honey and real strawberry puree this 8,2% braggot is fulfilling all expectations and beyond. It's creamy and rich, light and easy to drink, heavily fruited and sour patch twisted but most importantly it is bringing back fun and danger into craft beer. No matter where you're at right now with your journey in beer, STRAWBERRY O will sure put a smile on your face! ",hungary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1082,4534986,Mead Scientist,Waking Up To Pomme Grenades,Mead - Braggot,https://untappd.com/b/mead-scientist-waking-up-to-pomme-grenades/4534986,7.0,N/A,3.86,1207,10/05/21,"Sour Braggot With Strawberry, Pomegranate And Lemon with our friends from THE GARDEN BREWERY ",hungary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1119,5910453,MadX,Frigga,Mead - Melomel,https://untappd.com/b/madx-frigga/5910453,13.0,N/A,3.89,180,07/17/24,Sweet Mead With Strawberries Aged In Red Wine Barrel And Tokaji Barrel ,hungary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1120,5310649,MadX,Myrkviðr,Mead - Melomel,https://untappd.com/b/madx-myrkvidr/5310649,12.6,N/A,3.89,649,04/10/23,"Mixed Fermentation Barrel Aged Sweet Mead with Forest Fruits (Blackcurrant, Blackberry & Blueberry) from a Kvaszinger Aszú barrel ",hungary,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1121,3864170,Mead Scientist,Double Svart,Mead - Melomel,https://untappd.com/b/mead-scientist-double-svart/3864170,8.0,N/A,3.88,2732,07/09/20,"Double fruited Melomel with Blackcurrant as an amplified version of our 2019 July's melomel, Svart ",hungary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1134,5068382,MadX,Tanngrisnir,Mead - Other,https://untappd.com/b/madx-tanngrisnir/5068382,13.0,N/A,3.88,259,10/15/22,Barrel Aged Blackcurrant Melomel ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1135,4667188,Mead Scientist,Blackcurrant PBJ Time,Mead - Other,https://untappd.com/b/mead-scientist-blackcurrant-pbj-time/4667188,11.0,N/A,3.88,277,01/04/22,Bourbon Barrel Aged Mead With Blackcurrant And Peanut ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162,3715073,MadX,Valhöll,Mead - Traditional,https://untappd.com/b/madx-valholl/3715073,13.0,N/A,3.89,182,03/11/20,"Zero carbonation, sweet mead aged in a Tokaji barrel, the very first mead release by MadX as the result of almost a year of work ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1226,4396773,Brew Your Mind,Better Before,Pale Ale - American,https://untappd.com/b/brew-your-mind-better-before/4396773,5.8,N/A,3.96,2152,07/05/21,"Human Experiment kísérleti szériánk Fourteen tagja annyira elnyerte tetszésünket, hogy bevesszük az ""állandó"" söreink közé. ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1227,4206857,Brew Your Mind,Human Experiment FOURTEEN,Pale Ale - American,https://untappd.com/b/brew-your-mind-human-experiment-fourteen/4206857,5.6,N/A,3.92,259,03/05/21, ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1228,2321815,Brew Your Mind,Yellow Haze - Amarillo,Pale Ale - American,https://untappd.com/b/brew-your-mind-yellow-haze-amarillo/2321815,5.5,N/A,3.87,332,10/03/17,"Our flagship NE inspired APA with Simcoe, Centennial and this time with Amarillo hops. ",hungary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1298,3280121,Brew Your Mind,Clean Hands,Pale Ale - New England / Hazy,https://untappd.com/b/brew-your-mind-clean-hands/3280121,5.8,N/A,3.88,2291,06/14/19,This beer represents a new beginning for us. Clean Hands is our first recipe that has been brewed for the first time at our new facility in Szekszárd. We have chosen hops from 3 different continents and married them with a singular yeast strain with whom we experiment lately.Enjoy! ,hungary,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1322,3577511,Viharsarok Sörfőzde,Almás Pite,Pale Ale - Other,https://untappd.com/b/viharsarok-sorfozde-almas-pite/3577511,5.5,N/A,3.9,739,12/13/19,"Az almák nem csalódtak, hogy sör lett belőlük. Ez a testes Pale Ale sok karamellmalátával cefrézve olyan, mint a tökéletes nagyiféle fahéjas - almás sütemény - a 14,5-ös eredeti extrakttartalmat leszámítva. Természetes összetevőkből, édes és valódi almasűrítménnyel és fahéjjal. ",hungary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1336,2475321,Brew Your Mind,Double Yellow Haze,Pale Ale - XPA (Extra Pale),https://untappd.com/b/brew-your-mind-double-yellow-haze/2475321,6.7,N/A,3.95,1807,01/17/18,Double version of our flagship APA Yellow Haze. ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1443,3862667,Fehér Nyúl,Glen Floral,Porter - Baltic,https://untappd.com/b/feher-nyul-glen-floral/3862667,9.8,44,3.9,344,07/08/20,Glen Moray whisky hordóban érlelt balti porter.Baltic porter aged in Glen Moray whisky barrel. ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1444,5515748,Balkezes,Bagoly BA - Gemenc Whiskey,Porter - Baltic,https://untappd.com/b/balkezes-bagoly-ba-gemenc-whiskey/5515748,8.8,50,3.89,255,09/07/23,"Bagoly balti porter, Gemenc Whiskey hordókban érlelve. ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1445,3225719,Balkezes,Bagoly BA - Gemenc Red Whiskey,Porter - Baltic,https://untappd.com/b/balkezes-bagoly-ba-gemenc-red-whiskey/3225719,8.8,N/A,3.86,180,05/12/19,"the first barrel aged Bagoly. this is what our bird tastes like if we put it to rest for 300+ days in Gemenc Red Whiskey barrel. Gemenc Red Whiskey is special projekt of the Hungarian Gemenc Distillery, where a bourbon-like whiskey was aged in ""szekszárdi kadarka"" wine barrel.premier on BPBW 2019, one-off beer, some KEG available and 216 bottles only by the end of 2019//a Bagoly első hordóérlelt verziója. ilyen a madarunk, ha 300+ napot pihen Gemenc Red Whiskey hordóban. a Gemenc Red Whiskey a magyar Gemenc Distillery szekszárdi kadarkás hordóban érlelt különleges bourbon projektje.BPBW 2019-en debütál, egyszeri kiadás, pár hordó és 216 palack készül amit 2019 végén tervezünk kiadni. ",hungary,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1474,6451726,HORIZONT Brewing,Night Shift Vintage 2025 / Double Chocolate Imperial Milk Porter Aged In Bourbon Barrels,Porter - Imperial / Double,https://untappd.com/b/horizont-brewing-night-shift-vintage-2025-double-chocolate-imperial-milk-porter-aged-in-bourbon-barrels/6451726,11.2,N/A,4.03,575,10/18/25,"Krémes, édes, dupla csokis porter, amit Bourbon hordókban érleltünk, hogy még mélyebb, vaníliás és pörkölt jegyekkel gazdagodjon. Az alapot rengeteg kakaóbab törettel főztük, majd extra adag csokoládéval tettük igazán dekadenssé. A laktóz selymes textúrát és desszertszerű kortyérzetet ad – ez egy igazi folyékony csokoládé-élmény!-A creamy, sweet, double chocolate porter aged in Bourbon barrels for a rich blend of vanilla and roasted notes. Brewed with loads of cocoa nibs and extra chocolate for full decadence. Lactose adds silky texture and a dessert-like finish – pure liquid chocolate bliss! ",hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1475,3575065,Reketye Brewing Co.,Dr Banghard,Porter - Imperial / Double,https://untappd.com/b/reketye-brewing-co-dr-banghard/3575065,11.0,N/A,4.0,3638,12/12/19, ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1476,6050912,HORIZONT Brewing,Night Shift 2024 - Imperial Milk Porter Aged In Pedro Ximénez Sherry & Rum Barrels W. Sour Cherry & Poppy Seed,Porter - Imperial / Double,https://untappd.com/b/horizont-brewing-night-shift-2024-imperial-milk-porter-aged-in-pedro-ximenez-sherry-and-rum-barrels-w-sour-cherry-and-poppy-seed/6050912,11.0,N/A,3.97,760,11/08/24,"Az első Imperial Milk Porter tervezésekor tudtuk, hogy egy nagyon különleges tételt szeretnénk készíteni, amit ráadásul egyben gyümölcsös Night Shift tételnek is terveztünk. A leerjedt alapsör, frissen ürített Pedro Ximénez Sherry és rumos hordókban pihent 6 hónapot, hogy a hordó fás ízjegyei kiemeljék az alapsör meggyes, mákos, enyhén tejcsokis ízvilágát, megalkotva ezt az igazán sütis jellegű, testes tételt. When designing the first Imperial Milk Porter, we knew we wanted to create something very special, which we also envisioned as a fruity Night Shift batch. The condensed base beer was transferred to freshly emptied Pedro Ximénez Sherry and rum barrels for 6 months, allowing the woody notes of the barrel to enhance the base beer's cherry, poppyseed, and subtly milky chocolate flavor profile, creating this truly pastry-like, full-bodied batch. ",hungary,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1477,2958611,Reketye Brewing Co.,Kwanzaa,Porter - Imperial / Double,https://untappd.com/b/reketye-brewing-co-kwanzaa/2958611,9.0,N/A,3.9,1289,11/24/18,Cocoa milk porter.  ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1478,4708248,FIRST Craft Beer,Viriato,Porter - Imperial / Double,https://untappd.com/b/first-craft-beer-viriato/4708248,11.0,20,3.89,278,02/09/22,"Selymes, pörköltmalátás, testes imperial porter a fundamentuma Viriatonak. Az elegáns cognacos, brandys jegyek szép összhangba kerülnek a porter erejével, amit a kakaóbab és málna jellegzetes, édes-fanyar ízei egészítenek ki. Egyedi különlegesség, a kakaós-gyümölcsös-kávés desszertek kedvelőinek kötelező darab. ",hungary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1479,5648102,HopTails Brewery,Darker Than Black,Porter - Imperial / Double,https://untappd.com/b/hoptails-brewery-darker-than-black/5648102,11.0,N/A,3.88,218,12/17/23,Salty Buiscit Imperial Milk Porter with Coconut ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1494,4496694,Balkezes,Birodalmi Bagoly - Kentucky Straight Bourbon Whisky BA,Porter - Imperial / Double Baltic,https://untappd.com/b/balkezes-birodalmi-bagoly-kentucky-straight-bourbon-whisky-ba/4496694,12.0,N/A,4.04,505,09/09/21,"imperial baltic porter a Bagoly hagyományait továbbörökítve, Kentucky Straight Bourbon Whisky hordóban élelve. ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1495,4496692,Balkezes,Birodalmi Bagoly - Rhum Agricole BA,Porter - Imperial / Double Baltic,https://untappd.com/b/balkezes-birodalmi-bagoly-rhum-agricole-ba/4496692,12.0,N/A,4.04,612,09/09/21,"imperial baltic porter a Bagoly hagyományait továbbörökítve, rhum agricole hordóban élelve. ",hungary,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1496,5369635,Balkezes,Birodalmi Bagoly - Kentucky Straight Bourbon Whisky BA 2023,Porter - Imperial / Double Baltic,https://untappd.com/b/balkezes-birodalmi-bagoly-kentucky-straight-bourbon-whisky-ba-2023/5369635,12.0,N/A,3.9,221,05/22/23,Kentucky Straight Bourbon Whisky hordókban érlelt Birodalmi Bagoly 2023-as verziója. ez most 22 hónapot kapott.//2023 version of the Kentucky Straight Bourbon Whisky barrel aged Birodalmi Bagoly. this one was sentenced for 22 months. ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1502,2412516,Balkezes,Bagoly - Coffee & Porter,Porter - Imperial / Double Coffee,https://untappd.com/b/balkezes-bagoly-coffee-and-porter/2412516,8.8,50,3.89,1110,12/02/17,new wave baltic porter & specialty coffee ,hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1560,1222784,Csupor Craft Beer,CCCP,Red Ale - Imperial / Double,https://untappd.com/b/csupor-craft-beer-cccp/1222784,12.0,N/A,3.88,193,09/03/15,"A kongresszus fő témája a munkaverseny lesz, fő előadóink a Saccharomyces Stahanovoae család tagjai.12% alkohol, vörös folyam, tripla erősség - Chinook, Centennial, Cascade, Polaris - vesszenek az imperialista árulók! ",hungary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1583,6508265,Mad Scientist,Tiny Barrel Project The All Knowing Rum,Rye Wine,https://untappd.com/b/mad-scientist-tiny-barrel-project-the-all-knowing-rum/6508265,13.5,N/A,3.91,213,11/27/25,"Jamaican Rum and Martinique Rum Barrel Aged Black Ryewine With Cocoa, Coffee And VanillaThe barrel aged version of our 2024 hit THE ALL KNOWING Black Ryewine and Stout hybrid With Cocoa, Coffee & Vanilla spicing up the darkest nights chasing right and wrong, feels like home away from home.Together with our friend Rob Borbás, celebrating 10 years of 'Rooklet Ink custom tattoo shop established by Grindesign in the heart of Budapest' & officially dropping at the book release party INCUBUS - the art of Grindesign.After TINY BARREL PROJECT SPIRITLORD RUM and TINY BARREL PROJECT CANDY MAN SCOTCH and so, here is our 16th TINY BARREL PROJECT release in our new category between the Specials series and Barrel Project in 330ml cans. ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1584,5989970,Mad Scientist,The All Knowing,Rye Wine,https://untappd.com/b/mad-scientist-the-all-knowing/5989970,13.6,N/A,3.86,741,09/20/24,"Black Ryewine and Stout hybrid With Cocoa, Coffee & Vanilla spicing up the darkest nights chasing right and wrong, feels like home away from home ",hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1621,4638118,MONYO Brewing Co.,Kings & Queens - 7th Anniversary Aszú Barrel Aged Imperial Flanders Red Ale,Sour - Flanders Red Ale,https://untappd.com/b/monyo-brewing-co-kings-and-queens-7th-anniversary-aszu-barrel-aged-imperial-flanders-red-ale/4638118,13.7,N/A,3.91,254,12/14/21,"Ahogy tavaly lefőztük az ország legerősebb sörét (Watery Spirit 6th Anniversary Barley Wine, 22% vol.), úgy idén is valami igazán különlegeset szeretnénk nektek adni. A hetedik évfordulós sörünk egy aszú hordóban, aszú szemeken két évig érlelt flamand vörös ale lett, de mit is jelent ez a gyakorlatban?A flamand vörös egy tradicionális sörtípus Belgiumból, annak is a nyugati területéről származik, általában a ""hagyományos"" sörélesztőn kívül, Lactobacillust és alkalomadtán Brettanomyces-t is használnak az erjesztéshez, amitől savanyú és gyümölcsös karaktert egyaránt kap a sör. Jellemző rá a hosszú, fahordós érlelés, ami még jobban felerősíti a savas hatást. A sötétebb malátás -, aszalt gyümölcsös -, és fahordós jegyek miatt ""Belgium burgundijaként"" is hivatkoznak rá a műértők. Legismertebb tételeit a stílusnak a Rodenbach főzde készíti az 1800-as évektől.A mi esetünkben is egy speciális élesztőkultúrát és egy klasszikus flamand vörös receptet használtunk az alapsörhöz, majd a sört a HOLDVÖLGY-től kapott tokaji aszús hordókban érleltük két évig, ráadásul kézzel válogatott aszúszemeken pihentettük a sört a hordóban.A végeredmény pedig egy igazi kuriózum lett, valahol a sör és egy jó tokaji aszú határmezsgyéjén. Színre vöröses-barnás, az aszús, édes, brandys (aszalt sárgabarack) jegyek szépen kiegészítik a sör savanyú, funky-s, ""lambicos"" jegyeit. A hordós érlelés ad egy diós, mandulás plusz réteget a sörnek, a 13.7%-os alkoholtartalom ellenére nem lóg ki belőle az alkohol. ",hungary,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
